,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled
40,40,0.8447488584474886,0.8333333333333334,0.8556573091407053,0.9076514892160219,0.33515981735159805,0.022831050228310557,0.06666666666666665,0.010045662100456765,0.2593607305936073,0.07031963470319635,-0.002739726027397249,0.01963470319634697
41,41,0.8401826484018264,0.8292682926829268,0.8517203012666894,0.9079082505991098,0.3634703196347032,0.05388127853881275,0.05342465753424652,0.037442922374429255,0.33515981735159817,0.051598173515981616,0.04292237442922364,0.046575342465753455
42,42,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9099623416638137,0.01735159817351606,0.0091324200913242,0.01050228310502277,0.005479452054794387,-0.00776255707762552,0.010958904109589107,0.010045662100456654,0.007305936073059294
43,43,0.8812785388127854,0.8539325842696629,0.8736733995207121,0.921174255391989,0.16757990867579908,-0.0022831050228310223,0.0018264840182650177,-0.0018264840182647957,-0.0031963470319634757,0.01598173515981738,0.0031963470319635867,0.011415525114155112
44,44,0.8538812785388128,0.8415841584158416,0.8635313248887367,0.9110749743238618,0.35799086757990867,0.11506849315068501,0.08082191780821923,0.11095890410958908,0.3684931506849315,0.06210045662100461,0.0657534246575342,0.06621004566210043
45,45,0.8995433789954338,0.8791208791208791,0.8954125299554947,0.9168093118794933,0.28904109589041105,0.03561643835616435,0.008675799086757974,0.02785388127853894,0.12374429223744288,0.036073059360730686,0.030593607305936188,0.011415525114155334
46,46,0.7123287671232876,0.7272727272727273,0.7399863060595686,0.9115884970900376,0.2844748858447489,0.019178082191780743,0.03150684931506853,-0.03698630136986303,0.2757990867579908,0.004109589041095929,0.0091324200913242,-0.05388127853881286
47,47,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9197192742211571,-0.014611872146118698,-0.011415525114155223,-0.012785388127854014,-0.014611872146118698,0.15068493150684936,-0.0031963470319634757,-0.004109589041095929,-0.006849315068493067
48,48,0.8721461187214612,0.8571428571428571,0.8777815816501198,0.9096199931530298,0.33835616438356164,0.017808219178082285,0.024200913242009237,-0.01963470319634686,0.19634703196347036,0.024657534246575352,0.03515981735159812,0.024200913242009126
49,49,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9192913385826771,0.05753424657534245,-0.001369863013698569,0.0036529680365297024,-0.006392694063926951,0.012785388127853792,-0.0036529680365295913,-0.0036529680365295913,-0.0091324200913242
50,50,0.8767123287671232,0.847457627118644,0.8682386169120164,0.921516603902773,0.05753424657534245,-0.009132420091324311,-0.011872146118721338,-0.005479452054794498,0.15296803652968038,0.00639269406392684,-0.0091324200913242,-0.005022831050228382
51,51,0.8264840182648402,0.8173076923076923,0.8399092776446422,0.9107326258130777,0.3461187214611872,0.04109589041095896,0.047945205479452246,0.013698630136986245,0.2575342465753425,0.03972602739726028,-0.011415525114155334,0.00136986301369868
52,52,0.8767123287671232,0.8439306358381503,0.8652430674426566,0.9221157137966449,0.0639269406392694,0.031050228310502193,0.027397260273972712,0.007762557077625631,0.2885844748858447,-0.005022831050228382,0.020547945205479423,0.02511415525114169
53,53,0.8493150684931506,0.8341708542713567,0.8565987675453612,0.9109893871961656,0.3579908675799086,0.07625570776255708,0.0821917808219178,0.029223744292237397,0.30730593607305934,0.02465753424657524,0.04337899543378998,0.08082191780821912
54,54,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9118452584731256,0.1625570776255708,-0.011415525114155223,-0.012328767123287676,-0.015525114155251152,0.1954337899543378,-0.006392694063926951,-0.001369863013698569,0.04246575342465764
55,55,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9183498801780212,0.09406392694063936,0.0022831050228310223,-0.008675799086757974,-0.0036529680365295913,-0.020091324200913196,0.008219178082191747,-0.0036529680365295913,0.0004566210045663377
