,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_fd3_scaled
13,13,0.634703196347032,0.23076923076923078,0.5652173913043478,0.7749058541595344,-0.01050228310502277,0.01187214611872156,0.011415525114155445,0.01187214611872156
14,14,0.5799086757990868,0.0,0.5,0.872903115371448,0.0,0.0,0.0,0.0
15,15,0.5799086757990868,0.0,0.5,0.8950701814447107,0.0,0.0,0.0,0.0
16,16,0.6894977168949772,0.41379310344827586,0.6304347826086957,0.7885142074631974,0.011415525114155223,0.013698630136986356,0.01598173515981749,0.02100456621004554
17,17,0.6712328767123288,0.35714285714285715,0.6086956521739131,0.9150119821978775,-0.00776255707762552,-0.0031963470319633647,0.012785388127853903,0.01872146118721474
18,18,0.5799086757990868,0.0,0.5,0.75042793563848,0.0,0.0,0.0,0.0
19,19,0.821917808219178,0.7914438502673797,0.8194967476891475,0.8981513180417664,-0.025570776255707806,-0.00136986301369868,0.08858447488584487,0.08264840182648403
20,20,0.5799086757990868,0.0,0.5,0.8744436836699762,0.0,0.0,0.0,0.0
21,21,0.5799086757990868,0.0,0.5,0.8052892844916124,0.0,0.0,0.0,0.0
22,22,0.776255707762557,0.6711409395973155,0.7441800753166723,0.8117083190688121,-0.01187214611872156,0.01689497716894972,0.11095890410958897,0.06301369863013695
23,23,0.863013698630137,0.8469387755102041,0.8684097911674085,0.8767545361177679,-0.0009132420091322313,0.044292237442922544,0.09452054794520548,0.10228310502283111
24,24,0.817351598173516,0.7849462365591398,0.8140619650804519,0.8760698390962,-0.004109589041095818,0.029680365296803624,0.010045662100456765,0.03242009132420087
25,25,0.8721461187214612,0.8585858585858586,0.8792793563847997,0.9203183841150291,0.0009132420091324533,0.10091324200913254,0.12328767123287676,0.2826484018264841
26,26,0.5799086757990868,0.0,0.5,0.8260013693940432,0.0,0.0,0.0,0.0
27,27,0.8036529680365296,0.7225806451612903,0.7767887709688464,0.9038000684697021,0.01415525114155236,0.02648401826484026,0.07442922374429217,0.04155251141552507
28,28,0.7214611872146118,0.5271317829457365,0.6729715850736049,0.6627867168777816,-0.007305936073059294,0.06210045662100461,0.023287671232876783,0.008675799086757974
29,29,0.817351598173516,0.7701149425287356,0.8050753166723725,0.8818041766518315,-0.03013698630136985,0.020547945205479534,0.09817351598173518,0.1680365296803653
30,30,0.7808219178082192,0.7,0.7571037315987675,0.8392673741869222,-0.021461187214611877,0.017808219178082174,0.03789954337899548,0.03013698630136985
31,31,0.817351598173516,0.7849462365591398,0.8140619650804519,0.8966963368709345,-0.01963470319634708,0.031050228310502304,0.052968036529680296,0.03378995433789955
32,32,0.8127853881278538,0.7783783783783784,0.8086271824717562,0.8657993837726806,-0.020091324200913196,0.028310502283105055,0.03515981735159812,0.03196347031963487
33,33,0.8401826484018264,0.8167539267015707,0.8412358781239302,0.8934440260184868,-0.007305936073059405,0.057077625570776336,0.05799086757990868,0.14155251141552516
34,34,0.5799086757990868,0.0,0.5,0.8692228688805204,0.00136986301369868,0.0,0.0,0.0
35,35,0.5799086757990868,0.0,0.5,0.6856384799726122,0.0,0.0,0.0,0.0
36,36,0.684931506849315,0.41025641025641024,0.6264977747346799,0.906538856555974,-0.007762557077625742,0.020091324200913196,0.03698630136986314,0.04292237442922364
37,37,0.7853881278538812,0.7218934911242604,0.7685296131461827,0.8869394043135912,-0.022831050228310446,0.09863013698630119,0.1662100456621004,0.028310502283105055
38,38,0.863013698630137,0.8514851485148515,0.8729031153714482,0.9425710373159876,-0.005936073059360614,0.010958904109589107,0.12557077625570778,0.3009132420091325
39,39,0.8721461187214612,0.8585858585858586,0.8792793563847997,0.8952413557001028,0.007762557077625631,0.06986301369863013,0.06073059360730593,0.021461187214611877
40,40,0.8264840182648402,0.7790697674418605,0.812949332420404,0.8646867511126325,-0.019178082191780854,0.02465753424657524,0.02602739726027392,0.030593607305936188
41,41,0.7214611872146118,0.5547445255474452,0.6789626840123245,0.7736220472440946,0.005479452054794387,0.025114155251141468,0.008675799086757974,0.005479452054794498
42,42,0.7214611872146118,0.5547445255474452,0.6789626840123245,0.8176138308798356,0.004109589041095818,0.014611872146118698,0.014155251141552472,0.06027397260273981
43,43,0.867579908675799,0.8527918781725888,0.873844573776104,0.90448476549127,0.0022831050228310223,0.008675799086757863,0.0767123287671233,0.20410958904109588
44,44,0.8127853881278538,0.7783783783783784,0.8086271824717562,0.8959260527216707,-0.03150684931506842,0.03150684931506853,0.04429223744292243,0.0821917808219178
45,45,0.7579908675799086,0.6490066225165563,0.7269342690859295,0.8316501198219788,-0.020547945205479423,0.0022831050228311334,0.04840182648401825,0.008219178082191747
46,46,0.8127853881278538,0.7783783783783784,0.8086271824717562,0.8631461828141049,0.029223744292237397,0.016894977168949832,0.036073059360730464,0.0365296803652968
47,47,0.6666666666666666,0.34234234234234234,0.6032608695652174,0.8364429989729544,-0.0091324200913242,0.016438356164383605,0.022831050228310446,0.005936073059360614
48,48,0.8310502283105022,0.8042328042328042,0.8303663129065388,0.8969530982540226,-0.026484018264840148,0.08630136986301362,0.06484018264840175,0.0602739726027397
49,49,0.7808219178082192,0.7272727272727273,0.7690859294762067,0.9038856555973982,-0.019178082191780854,0.00410958904109604,0.007305936073059405,0.012328767123287787
50,50,0.6940639269406392,0.42735042735042733,0.6358695652173914,0.8764121876069839,0.006849315068493178,0.012785388127853903,0.031963470319634535,0.029680365296803624
