,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd1_scaled
96,96,0.9527272727272728,0.9519317785377011,0.9131972032416971,0.9953917050691244,1.347295569652573,1.0869776129499924,1.822726241301592,2.4640093421629903,1.7511664914778837,0.2163636363636364,0.003272727272727294,-0.008363636363636306,-0.008727272727272672
97,97,0.9490909090909091,0.9490909090909091,0.9130847029077117,0.9892541087231352,2.0157804372769923,0.7761127366235769,1.7536778707885061,2.53871890383702,1.124214931913225,0.17745454545454545,0.002909090909090928,-0.014545454545454539,-0.016363636363636358
98,98,0.9672727272727273,0.9668219132182946,0.9421850079744816,0.9973176743511672,1.403376576672935,1.1904518280116834,2.040800995171332,1.868934698582175,1.2326647722892587,0.2603636363636364,0.002909090909090928,-0.007999999999999962,-0.004363636363636359
99,99,0.9418181818181818,0.9421677237491192,0.9198446327683616,0.9895637162586315,3.039909399071742,1.397896102913337,1.5096290850655096,1.2680327813025503,1.0411115038456114,0.18472727272727266,-0.0025454545454545617,-0.004727272727272758,0.0010909090909090647
100,100,0.9672727272727273,0.966644869386716,0.9294577596464388,0.9938806731259562,1.7187598913476487,1.2792132463573802,1.9753723423657636,1.397552973584884,1.584362073151865,0.19309090909090912,0.005454545454545478,-0.009818181818181781,-0.0040000000000000036
101,101,0.9781818181818182,0.977876502582385,0.9530740378343118,0.9982061317677756,2.31329847057207,0.919841719505901,2.363863622924563,2.003192595017493,0.6105819810205557,0.23018181818181813,-0.000727272727272732,-0.004000000000000026,-0.004727272727272758
102,102,0.9781818181818182,0.9781818181818182,0.964427388754743,0.9968954812004139,2.565688671418423,0.8101178654051785,2.478340866849155,1.7178444947931961,0.1314198365528835,0.20981818181818182,0.006545454545454532,0.004363636363636347,0.001454545454545464
103,103,0.9527272727272728,0.9515845214927785,0.9068806610519624,0.9936437311298267,2.1940328961732423,1.1575071510084243,1.5947134874055595,1.6151498175783114,1.5522956766583555,0.2083636363636364,-0.0029090909090908833,0.0025454545454545617,-0.0032727272727272718
104,104,0.9745454545454545,0.9748024603605471,0.9701692642869113,0.9969834087481146,2.515672214422123,0.08352067591489118,1.9303388903654302,1.82518672898472,1.891229616317841,0.24872727272727263,0.00036363636363633266,-0.0007272727272727431,-1.1102230246251566e-17
105,105,0.9490909090909091,0.9483785060255648,0.9082273320287019,0.992498369210698,2.819158646413295,-0.01795180418784932,2.585626613984672,1.7745521468553,1.0566993045590736,0.23054545454545455,0.002909090909090928,0.0025454545454545617,0.002909090909090928
106,106,0.9636363636363636,0.9629472863065744,0.929753332311935,0.9959399417802973,2.4335780171732186,0.8668042458897274,2.1870976458226603,1.6918372225715919,1.0913771373743608,0.19709090909090907,-0.0025454545454545617,0.0003636363636363549,-0.002909090909090928
