,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.B_low_CO2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_top_CO2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_top_CO2_fd3_scaled
48,48,0.9047224523612262,0.902127659574468,0.9070281213110776,0.9357369019118962,0.06801988400994208,0.12924606462303223,0.010439105219552602,0.025849212924606402,0.07613918806959397,0.11101905550952773,-0.005385252692626241,0.10306545153272573
49,49,0.9378624689312345,0.9349522983521249,0.9390893394967068,0.9647931996955087,0.000994200497100084,0.054266777133388566,0.013587406793703516,0.023198011599005697,-0.002319801159900492,0.014415907207953604,0.04067937033968505,0.017564208782104296
50,50,0.9337199668599834,0.9292035398230089,0.933643524596494,0.9783463698244762,0.01317315658657836,0.05045567522783756,0.008367854183926937,0.0038939519469759487,-0.013338856669428356,0.03860811930405961,0.035708367854183964,0.022203811101905502
51,51,0.9212924606462303,0.9181739879414298,0.9228911774764736,0.9288417197136017,0.08309859154929566,0.10422535211267614,-0.011350455675227966,-0.012427506213753103,0.04432477216238617,0.002651201325600705,0.005053852526926361,0.09726594863297433
52,52,0.9204639602319801,0.9165217391304348,0.9214445682512715,0.969429520205642,0.0025683512841756517,0.059569179784589976,-0.007705053852526955,0.008285004142501995,-0.004888152444076366,0.008864954432477146,0.008533554266777044,0.0038111019055508955
53,53,0.9188069594034797,0.9120287253141831,0.9177694361395805,0.9620406429619497,0.0005799502899749287,0.13140016570008273,0.05393537696768835,-0.0032311516155758557,0.039933719966859904,0.009444904722452407,0.01847555923777977,0.04913007456503726
54,54,0.9138359569179785,0.9115646258503401,0.9162387056915592,0.9266600840660613,0.024855012427506207,0.018061309030654504,0.09627174813587402,0.016072908036453892,0.028666114333057213,0.020215410107705,0.023198011599005808,0.03811101905550962
55,55,0.9337199668599834,0.9293286219081273,0.9337552265481063,0.9769397526560242,0.04598177299088635,0.06801988400994186,0.039353769676884975,0.0030654515327257492,0.05575807787903886,0.0012427506213751327,0.0035625517812758467,0.05724937862468915
56,56,0.9121789560894781,0.9106239460370995,0.9151327184669528,0.95666240084728,0.014498757249378769,0.07539353769676871,0.007622203811102124,0.000994200497100195,0.06470588235294128,0.02071251035625521,0.03471416735708366,0.00952775476387746
57,57,0.9312344656172328,0.9281385281385282,0.9325430535176461,0.9617096742164316,0.0019055509527754477,0.032477216238608,0.0008285004142501995,0.0007456503728252573,0.0001657000828501065,0.006379453189726658,0.005385252692626241,0.03985086992543496
58,58,0.9386909693454847,0.9350877192982456,0.9391955253025606,0.9648456030802158,-0.0024026512013257673,0.011930405965203117,0.018641259320629766,0.020712510356254987,-0.002734051367025647,0.04855012427506211,0.02328086164043075,0.0109362054681027
59,59,0.9212924606462303,0.918872758326217,0.9234496872345355,0.9676064340324129,-0.001325600662800186,-0.0025683512841756517,-0.0057995028997515075,0.0048053024026513125,0.0014084507042253502,0.0025683512841754297,0.006213753106876441,0.02294946147473076
