,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled
45,45,0.852589641434263,0.8262910798122066,0.874487284659557,0.9439431227782336,0.009163346613545786,0.002788844621513964,0.0031872509960160222,-0.0003984063745020583
46,46,0.900398406374502,0.8780487804878049,0.9168033907574515,0.9701941482089145,0.002788844621513964,0.16892430278884452,0.12509960159362543,0.12191235059760952
47,47,0.9561752988047809,0.9411764705882353,0.9562482909488652,0.9864643150123051,0.023904382470119723,0.19521912350597614,0.16733067729083673,0.09561752988047822
48,48,0.8884462151394422,0.8585858585858586,0.8959187858900739,0.967186218211649,0.0015936254980080111,0.14621513944223097,0.14063745019920315,0.14223107569721105
49,49,0.9043824701195219,0.883495145631068,0.9222381733661471,0.978534317746787,-0.005179282868525759,0.1270916334661354,0.11434262948207163,0.05976095617529886
50,50,0.896414342629482,0.8737864077669902,0.9136587366694011,0.9695788898003829,0.004780876494023922,0.11992031872509956,0.11274900398406373,0.040239043824701115
51,51,0.900398406374502,0.8803827751196173,0.9213836477987422,0.965477167076839,0.0031872509960160222,0.14780876494023898,0.0816733067729084,0.04302788844621519
52,52,0.852589641434263,0.8262910798122066,0.874487284659557,0.934577522559475,0.0007968127490040056,0.0023904382470120167,-0.0031872509960159112,-0.0019920318725099584
53,53,0.8565737051792829,0.8301886792452831,0.8776319387476074,0.9489335520918787,0.0019920318725099584,-0.0031872509960159112,-0.003984063745019806,-0.007569721115537886
54,54,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.9136587366694012,0.0035856573705178585,0.00039840637450194727,-0.0011952191235059528,-0.005976095617529875
55,55,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.9445583811867652,0.00039840637450194727,0.0019920318725099584,-0.0011952191235059528,0.0011952191235059528
56,56,0.9203187250996016,0.9019607843137255,0.9371069182389937,0.9844818156959256,0.002788844621513964,0.144223107569721,0.11912350597609567,0.08924302788844618
57,57,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.8910992616899098,0.0063745019920319335,0.0011952191235059528,-0.0019920318725099584,-0.005577689243027817
58,58,0.9123505976095617,0.8921568627450981,0.9285274815422477,0.976825266611977,0.009561752988047845,0.16215139442231064,0.19282868525896402,0.12430278884462143
59,59,0.9043824701195219,0.883495145631068,0.9222381733661471,0.9812004375170905,0.03306772908366529,0.1525896414342629,0.18127490039840632,0.06175298804780871
60,60,0.852589641434263,0.8262910798122066,0.874487284659557,0.9387476073284113,1.1102230246251565e-16,-0.002788844621513964,0.00039840637450194727,-0.0015936254980079
