,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_temperature_scaled
64,64,0.9382716049382716,0.9388009976646563,0.9369047619047619,0.9773809523809525,0.956961596470341,3.196407617267492,0.4674654428398881,1.30595070542001,1.4264210174820622,0.3609053497942386,0.23786008230452665,0.1880658436213991
65,65,0.9670781893004116,0.9673378673362215,0.9721009036144579,0.9884036144578314,0.7820245353230537,3.019702634819325,0.8241201931428531,0.7671644294292639,1.5559646215701044,0.34732510288065843,0.26049382716049385,0.2329218106995885
66,66,0.9711934156378601,0.9712245865347514,0.9703585887796414,0.9910352805089647,0.8138505754628816,2.9752906569706865,1.171201497070978,1.2297943281593129,1.0445581762521143,0.3460905349794238,0.28395061728395066,0.1814814814814815
67,67,0.9629629629629629,0.9631065995541794,0.9633655994043187,0.9916604616530156,1.5847238132327306,3.047930493476188,-0.3387947772596988,1.0199253705775013,2.00289559323669,0.36666666666666664,0.3004115226337448,0.2135802469135802
68,68,0.9259259259259259,0.9267578449968387,0.9288726993865031,0.9613496932515339,1.0871453546421646,3.515154897362099,0.6069202122822318,1.2137375974208828,1.5709643914260591,0.3213991769547325,0.2798353909465021,0.19300411522633745
69,69,0.9465020576131687,0.9468596044294549,0.9477786144578313,0.9800451807228916,1.9895601740840776,3.281697339273523,0.33557021581375324,1.1334223094844076,0.7176998231570759,0.35967078189300417,0.2773662551440329,0.19876543209876546
70,70,0.9465020576131687,0.9464156262250878,0.9378450920245398,0.9680981595092024,1.2671524153254825,2.9420833523910153,0.7477854123467937,0.8079614984381693,1.8305505074619657,0.35967078189300417,0.3041152263374486,0.19259259259259262
71,71,0.9382716049382716,0.9385618139241328,0.9345862920654523,0.9776165483173819,2.2781206591588563,3.405883506332919,0.5356776902111419,0.2795450157681919,0.8866626626144546,0.3662551440329218,0.30370370370370364,0.1835390946502057
72,72,0.9218106995884774,0.9224945417014012,0.9234052111410602,0.9504342617550166,1.928935856625167,2.7678636904954828,0.8868664398500629,1.261688819811169,0.6537193213973809,0.3292181069958848,0.20617283950617282,0.1349794238683128
73,73,0.9588477366255144,0.959194369571728,0.962962962962963,0.9827008078036884,1.258891090498938,3.148261352305565,0.502249336945064,1.7475126524924451,0.8515801893334587,0.308230452674897,0.2724279835390946,0.18888888888888883
74,74,0.9629629629629629,0.9630141219561261,0.9604672057502246,0.9911650194669063,1.6906821371010998,2.997928593772023,0.2766868592034782,1.2875557470599972,1.1355348675830348,0.382716049382716,0.2954732510288065,0.17325102880658427
75,75,0.9670781893004116,0.9672630602050587,0.9691713376761097,0.9828056355097712,1.9427286703717004,2.2591863052408345,0.705876684296147,1.027913080450354,1.4727453124569396,0.3637860082304527,0.3218106995884774,0.19670781893004122
76,76,0.9506172839506173,0.9507696997408932,0.9472776073619632,0.979601226993865,1.519683740620941,3.4358641519100397,0.9873839012029334,0.27355190477733216,1.0241403314611903,0.3790123456790124,0.29876543209876544,0.21646090534979426
77,77,0.9423868312757202,0.9429528257485247,0.9475516621743036,0.9812069481880803,1.0502658533836253,3.1317235860788437,0.49564377437231505,1.1896535217339292,1.711616874278192,0.36213991769547327,0.3111111111111111,0.21234567901234574
78,78,0.9506172839506173,0.9506172839506173,0.9447810937736707,0.990380245417361,1.6016891906025117,2.851980382135962,0.6100368994528311,0.8871246503632656,1.2720500888476685,0.3539094650205762,0.2716049382716049,0.1925925925925926
