,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_temperature_fd1_scaled
55,55,0.9527272727272728,0.9538409645926729,0.9487323214901691,0.9881855812349085,1.965994964124833,2.8588911522626415,0.8716992014861897,2.2201237013536557,0.34920363810700494,0.10254545454545458,0.053818181818181855,0.02763636363636368,0.009454545454545504,0.0061818181818182,0.005090909090909123,-0.0029090909090909054,0.00436363636363638
56,56,0.96,0.9601576743040158,0.9357052555535488,0.9924146649810366,2.274299182437359,2.9013153745521696,0.6986919515075909,1.731939875455406,0.49203987437399765,0.10654545454545453,0.041454545454545424,0.020363636363636327,0.005090909090909035,0.007999999999999952,0.004363636363636303,-3.3306690738754695e-17,0.003636363636363582
57,57,0.9672727272727273,0.9671597079198653,0.9454545454545454,0.9931404958677686,2.2645276169118413,2.442341535211506,0.8616697669275671,2.4228461058623565,0.25141095610269104,0.09090909090909091,0.05018181818181818,0.027272727272727292,0.007272727272727264,-0.0014545454545454417,0.0021818181818181958,-0.0040000000000000036,-0.005818181818181789
58,58,0.9745454545454545,0.9747836151531302,0.9709882504426204,0.992354740061162,1.4175290065321762,3.4691130834605928,1.0817749114820792,1.6133982839618823,0.05513031578413225,0.10472727272727267,0.04945454545454543,0.03163636363636359,0.0065454545454544984,0.004727272727272691,0.006909090909090865,0.0007272727272726875,0.0032727272727272384
59,59,0.9709090909090909,0.9709090909090909,0.9532551419343872,0.9956654767975522,1.8494754678434573,3.37584200755689,0.7699449047486884,1.5695856789429852,0.41319154993138707,0.0883636363636364,0.06218181818181824,0.0312727272727273,0.004000000000000026,-0.003636363636363582,0.0010909090909091313,0.00036363636363637706,-0.0010909090909090647
60,60,0.96,0.9594861297381239,0.9182727606461086,0.9925660792951542,2.233960012811882,3.4248924121684974,0.46606003372312854,1.694676736763528,0.353049210084809,0.09745454545454542,0.053454545454545435,0.026545454545454504,0.0014545454545453862,-0.0007272727272727541,0.002909090909090861,-0.000727272727272732,-0.001090909090909109
61,61,0.9454545454545454,0.9460658582962616,0.9199999999999999,0.9912888888888888,1.6745189165055985,3.520508532654,0.636466528294598,2.3460795642579138,0.09699277112677489,0.08254545454545453,0.026181818181818174,0.008727272727272705,-0.008727272727272773,-0.010909090909090934,-0.008363636363636396,-0.012363636363636377,-0.0032727272727273047
62,62,0.9818181818181818,0.9818861054672615,0.9736957282913166,0.9963235294117647,1.5434253336777033,3.2728338472767136,-0.27403849713789447,2.372788808890901,0.9374341200681455,0.11127272727272727,0.05490909090909092,0.04763636363636363,0.004727272727272758,0.0043636363636363916,0.0,-0.001454545454545464,0.00945454545454547
63,63,0.9709090909090909,0.9713380789613972,0.9666666666666667,0.9863999999999999,1.6256765636966735,3.2620154357094315,1.1953465502615506,1.8869252898196818,-0.030953589783682102,0.0952727272727273,0.04800000000000004,0.04618181818181821,0.008363636363636417,0.001454545454545475,0.0007272727272727653,0.0025454545454545617,0.0018181818181818633
64,64,0.9672727272727273,0.9676031633207032,0.958647561588738,0.9921233450645216,1.4381929774034394,3.0968504072298457,1.0887952998498254,1.9375404253455921,0.306749178473044,0.10836363636363636,0.03927272727272729,0.022909090909090924,0.004000000000000015,0.0,-0.0040000000000000036,0.0021818181818181958,0.005090909090909113
