,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.righttop_CO2_scaled,feature_importance.righttop_humidity_scaled,feature_importance.righttop_temperature_scaled
103,103,0.9636363636363636,0.9631530569886735,0.9327427300174798,0.993723184490704,2.6515888011848365,0.09537083105398034,2.4762518312663495,1.2563251665864519,1.7396384799499565,0.2254545454545454,0.05563636363636365,0.01963636363636364
104,104,0.9672727272727273,0.9676031633207032,0.958647561588738,0.9937992290933467,2.5841348925521728,0.013313038236678613,2.2326980625230126,2.1065855030714533,1.41700758040325,0.27745454545454545,0.00690909090909092,-0.000363636363636366
105,105,0.9709090909090909,0.9709090909090909,0.9551532941943901,0.9964938030006523,2.3902024266275226,0.5722000319803092,2.2441616442100067,2.060518497232575,0.8500601084580841,0.24763636363636365,0.042545454545454574,0.014181818181818184
106,106,0.9709090909090909,0.970550704787993,0.9461467749348859,0.9970890148613452,2.5320878558621587,0.45907962368837957,2.2299435407251105,2.252461376857697,0.4946469935734754,0.2458181818181818,0.05345454545454549,0.017454545454545455
107,107,0.9636363636363636,0.9636363636363636,0.9490891587677726,0.9931131516587677,2.2799557114769256,0.6433408354071893,2.0932241156931486,1.9592750015112874,1.6350227923067926,0.2669090909090909,0.033090909090909074,0.016363636363636348
108,108,0.96,0.9596439923712652,0.9341587157352718,0.9951537180069665,2.394531017904373,0.14865200126585248,2.2326986206918384,1.3672202326538854,1.809499061085663,0.2669090909090909,0.030909090909090886,0.0032727272727272384
109,109,0.9745454545454545,0.9744619480072387,0.9580315467568002,0.9980685659101883,2.5172917154030365,0.236358032596198,1.6272442895675066,2.1887685979977602,1.884179404675741,0.2774545454545454,0.023272727272727202,0.002909090909090861
110,110,0.9818181818181818,0.9820115034013475,0.9814160055191445,0.9965505346671266,2.8021611861097875,0.32567169712229266,1.6463796427491528,2.0982239463616437,1.556559194054775,0.2690909090909091,0.02727272727272726,0.01018181818181818
111,111,0.9709090909090909,0.9711690821256039,0.95508658008658,0.9956709956709956,2.4449135588475284,0.1553833850102651,2.527320066899669,0.9939284410407526,1.872860791958062,0.2214545454545455,0.02763636363636366,0.010181818181818214
112,112,0.96,0.9596694030267492,0.9366300366300366,0.9956043956043956,2.2762841366282673,-0.1561351265003292,1.6979249328603048,2.450238636516812,2.2784672203369127,0.26945454545454545,0.03236363636363633,-0.0007272727272727541
113,113,0.9781818181818182,0.9784871337812514,0.9791738530527768,0.9961193515005174,2.0078326536357176,1.0356978766551976,2.195036474829049,1.8091458600606836,0.9132509006161034,0.2421818181818182,0.04763636363636361,0.01672727272727269
114,114,0.9672727272727273,0.9673949898410705,0.9496235994397759,0.9962359943977591,2.140328950873073,0.37288553242535055,1.576832479225049,2.1791853118030353,1.9300486531508199,0.24000000000000005,0.018181818181818177,0.009818181818181827
115,115,0.96,0.960127936031984,0.9423788829872848,0.9931595042652502,2.002301869044717,0.2716006356310604,2.758310344393135,1.9650239179044107,1.1295737967810033,0.24109090909090908,0.033090909090909074,0.009818181818181771
116,116,0.9672727272727273,0.9673747961045881,0.9539965040521214,0.9930081042428095,2.949742015203646,0.3289958656647702,2.1315039244571343,2.198175900577932,0.871250889526682,0.25200000000000006,0.04036363636363638,0.01709090909090909
117,117,0.9672727272727273,0.9675867520785063,0.9595156555772995,0.9946999347684279,1.7569096592815208,0.23780411369883236,2.4493717992570883,2.476815969863724,1.3706635206390214,0.25672727272727275,0.04290909090909092,0.012000000000000021
