,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled
93,93,0.9745454545454545,0.9742601752193204,0.9483256841747407,0.9920108788033317,2.2124762671609575,0.7878890575118481,2.334250819711705,1.3561628934027703,1.0095186995570953,0.213090909090909,0.02690909090909086,0.006181818181818122,0.01490909090909085
94,94,0.9709090909090909,0.9707157682500147,0.9492596169322388,0.9929985514244326,2.4708657042753512,1.0333714899636524,2.1960293940183515,1.025313088159972,0.7565264817973477,0.21345454545454548,0.01563636363636367,-0.0047272727272726685,0.01890909090909092
95,95,0.9527272727272728,0.9514910623140244,0.9022727272727273,0.9923140495867768,3.0868578999305125,0.844995596352952,2.0750633487946586,0.7284843918937394,1.0659838645985629,0.18181818181818188,0.02690909090909095,-0.0010909090909090868,0.019272727272727296
96,96,0.9490909090909091,0.9476661029602207,0.89825997139679,0.9867312887335133,2.2607822644530464,0.8496131867611046,2.0791617911125635,1.0508640630597388,1.6908353801724605,0.19563636363636366,0.022909090909090914,0.0018181818181818299,0.036727272727272754
97,97,0.96,0.9598379645433649,0.9277135633014267,0.9882607910420805,2.531090906422904,0.8176417377675417,1.3496607383562567,1.6888535315482633,1.2835015245621424,0.17490909090909085,0.048727272727272695,-0.002909090909090939,0.004363636363636303
98,98,0.9672727272727273,0.9666258823529413,0.9370015948963317,0.9957952733072349,1.9977536960867541,1.2463186438578218,2.018428977134275,0.8193341185831866,1.3554406700463522,0.24363636363636365,0.037090909090909105,0.010545454545454525,0.03490909090909091
99,99,0.9418181818181818,0.9414506739089608,0.9075251098556183,0.9808537350910232,2.3796050297329736,1.3456547352599053,2.215357105112948,0.8957828712140536,0.9155767399679796,0.16545454545454544,0.03236363636363634,0.018909090909090886,0.03599999999999996
100,100,0.96,0.9588962798718896,0.910589835118137,0.9898011218765936,2.4523542271281307,1.2839260505168468,2.062581486654281,0.629242973134928,1.0073102663811286,0.17418181818181813,0.018909090909090886,-0.0036363636363636598,0.025454545454545407
101,101,0.9745454545454545,0.9740943708514014,0.9441454664057404,0.9951891715590345,2.6646943615947225,0.9340843141195201,2.1204103975524395,1.1500788854846742,0.6571997900157777,0.2112727272727272,0.047636363636363574,0.003999999999999915,0.021818181818181747
102,102,0.9818181818181818,0.9817502581691023,0.9666695412211107,0.9977578475336324,2.5700902049899303,0.620588141983394,1.6848871915557442,1.8170879315920079,0.7065423595485477,0.19454545454545452,0.014909090909090917,0.0010909090909090979,0.005454545454545467
103,103,0.9527272727272728,0.9519317785377011,0.9131972032416971,0.9856983950421103,1.6551885924910532,1.644508998011459,2.02073196178563,0.48056766266944684,1.8880094261740092,0.17709090909090913,0.07600000000000003,0.00545454545454549,0.061454545454545484
104,104,0.9745454545454545,0.9748024603605471,0.9701692642869113,0.9979889391654098,2.0914088345746804,0.7465595428854311,1.74715213643107,1.321394220747775,1.5842536221860275,0.21745454545454543,0.0174545454545454,0.0014545454545454195,0.018181818181818132
105,105,0.9418181818181818,0.9405646469797414,0.890370189171559,0.9890737116764514,2.1801162009876025,1.6483727275189224,1.76779009165098,1.088451490342501,1.225917819087181,0.1967272727272727,0.005090909090909057,0.013090909090909052,0.0025454545454544953
106,106,0.9527272727272728,0.9513315205885223,0.9051631683775088,0.9900413666309178,2.4632367347808684,0.5844154933809869,1.9188390200788201,1.4306542083402223,1.517212815930176,0.17418181818181822,0.05600000000000001,-0.002181818181818185,0.0232727272727273
