,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_humidity_scaled
173,173,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.8703502415458937,0.22830882352941184,0.0014705882352941124,-0.008455882352941035
174,174,0.9117647058823529,0.8571428571428571,0.8801932367149758,0.8824879227053141,0.4275735294117647,0.023897058823529327,0.039705882352941146
175,175,0.9044117647058824,0.8452380952380952,0.8719806763285024,0.8821859903381641,0.42720588235294116,0.012132352941176539,0.053676470588235214
176,176,0.8823529411764706,0.8241758241758241,0.8659420289855072,0.8728864734299517,0.20477941176470593,-0.0007352941176471672,-0.00808823529411784
177,177,0.9007352941176471,0.8491620111731844,0.882487922705314,0.8785628019323671,0.37022058823529413,-0.013602941176470651,0.006985294117647034
178,178,0.9007352941176471,0.8439306358381503,0.8745169082125603,0.8886473429951692,0.3852941176470588,0.016176470588235348,0.04448529411764712
179,179,0.8823529411764706,0.8222222222222222,0.8632850241545894,0.8679347826086956,0.21397058823529413,-0.0003676470588234171,-0.004779411764705865
180,180,0.8786764705882353,0.8156424581005587,0.8578502415458937,0.8644323671497585,0.21323529411764708,-0.0051470588235293935,-0.00772058823529409
181,181,0.9080882352941176,0.8502994011976048,0.8747584541062802,0.8771739130434782,0.4007352941176471,0.030514705882352944,0.05588235294117638
182,182,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.8771135265700483,0.26727941176470593,0.0014705882352942234,-0.012499999999999956
183,183,0.8786764705882353,0.8156424581005587,0.8578502415458937,0.854891304347826,0.2150735294117646,-0.004779411764705976,-0.002941176470588225
184,184,0.9154411764705882,0.8715083798882681,0.8989130434782608,0.8883454106280193,0.39669117647058816,0.013970588235294179,0.022058823529411797
185,185,0.8823529411764706,0.8241758241758241,0.8659420289855072,0.8729468599033815,0.20220588235294112,0.0022058823529411686,-0.002941176470588114
186,186,0.8933823529411765,0.8284023668639053,0.8609903381642512,0.8766908212560386,0.40477941176470594,-0.0055147058823528106,0.01580882352941182
187,187,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.90012077294686,0.2033088235294116,0.00955882352941162,-0.005514705882353033
188,188,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.8934782608695653,0.206985294117647,0.008088235294117618,-0.0022058823529412797
189,189,0.9007352941176471,0.8402366863905325,0.8692028985507246,0.8737318840579711,0.39779411764705885,0.003676470588235281,0.01985294117647063
190,190,0.9007352941176471,0.8439306358381503,0.8745169082125603,0.8875000000000001,0.39007352941176476,0.013602941176470651,0.040073529411764786
191,191,0.9117647058823529,0.8636363636363636,0.8908212560386474,0.8814613526570048,0.39375000000000004,0.004779411764705976,0.034191176470588114
192,192,0.9154411764705882,0.863905325443787,0.8856280193236714,0.8930555555555556,0.401470588235294,0.020220588235294157,0.040073529411764675
193,193,0.9117647058823529,0.8604651162790697,0.8855072463768117,0.8872584541062801,0.3955882352941176,0.003308823529411753,0.020220588235293824
194,194,0.9044117647058824,0.8522727272727273,0.8826086956521739,0.8963164251207728,0.3775735294117648,-0.002941176470588336,0.01911764705882346
195,195,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.8653381642512078,0.238235294117647,0.006985294117647145,-0.006617647058823728
196,196,0.8860294117647058,0.8287292817679558,0.8687198067632851,0.8766304347826086,0.24558823529411755,0.0007352941176469452,-0.0025735294117648078
197,197,0.8933823529411765,0.8323699421965318,0.866304347826087,0.878804347826087,0.39669117647058827,-0.00808823529411773,0.01764705882352946
