,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled
131,131,0.8916666666666667,0.87,0.9018801410105758,0.9433754406580493,0.22250000000000003,0.08666666666666667,-0.004166666666666652
132,132,0.8875,0.8457142857142858,0.8717685076380728,0.9488836662749707,0.1825,0.08458333333333323,0.033333333333333215
133,133,0.9041666666666667,0.8715083798882681,0.8935076380728555,0.9468272620446533,0.18791666666666673,0.10916666666666663,0.004583333333333162
134,134,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9405111633372503,0.20458333333333323,0.0691666666666666,0.012499999999999956
135,135,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9452115158636899,0.15041666666666664,0.06541666666666657,-0.002083333333333326
136,136,0.8333333333333334,0.7402597402597403,0.7928907168037602,0.9413190364277321,0.09583333333333333,0.1316666666666667,1.1102230246251565e-16
137,137,0.9,0.8695652173913043,0.8942420681551116,0.9399236192714453,0.1695833333333333,0.06500000000000006,-0.0050000000000000044
138,138,0.8583333333333333,0.7901234567901234,0.8275558166862514,0.9472679200940071,0.13583333333333325,0.09291666666666665,-0.00666666666666671
139,139,0.6333333333333333,0.13725490196078433,0.5279083431257344,0.9404377203290247,-0.003750000000000031,0.007916666666666683,0.005416666666666625
140,140,0.8625,0.8023952095808383,0.8371034077555817,0.9469741480611046,0.1233333333333334,0.08291666666666675,-0.011249999999999982
141,141,0.9,0.8695652173913043,0.8942420681551116,0.9394829612220917,0.15249999999999997,0.06625000000000003,0.0
142,142,0.6166666666666667,0.0,0.5,0.9448443008225617,-1.1102230246251565e-16,-0.0033333333333332993,-0.0008333333333333526
143,143,0.9,0.8681318681318682,0.8921856639247944,0.9526292596944772,0.18541666666666667,0.07624999999999993,0.012083333333333335
144,144,0.8041666666666667,0.6887417218543046,0.7589600470035253,0.9455052878965923,0.13041666666666663,0.0050000000000000044,0.01750000000000007
145,145,0.7916666666666666,0.6428571428571429,0.7344300822561692,0.9452115158636897,0.14083333333333337,0.01749999999999996,-0.010833333333333361
146,146,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9387485311398355,0.20624999999999993,0.0741666666666666,-1.1102230246251565e-16
147,147,0.8291666666666667,0.7484662576687117,0.797737955346651,0.9394829612220916,0.16458333333333341,0.004166666666666763,0.002083333333333326
148,148,0.9125,0.8864864864864865,0.9084900117508813,0.939997062279671,0.22375,0.07041666666666657,-0.002083333333333215
149,149,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9433019976498237,0.1579166666666666,0.09875,0.0024999999999999467
150,150,0.9083333333333333,0.8791208791208791,0.9009988249118683,0.9450646298472386,0.20208333333333328,0.07124999999999992,-0.002083333333333326
151,151,0.875,0.8295454545454546,0.8595769682726204,0.9392626321974149,0.11333333333333329,0.09166666666666667,0.006249999999999978
152,152,0.8916666666666667,0.8539325842696629,0.8792596944770859,0.9402908343125734,0.1954166666666668,0.060416666666666674,0.04583333333333328
153,153,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9484430082256169,0.14833333333333343,0.06791666666666674,-0.0008333333333333526
154,154,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.944403642773208,0.23124999999999996,0.06833333333333325,0.022500000000000075
155,155,0.9125,0.8864864864864865,0.9084900117508813,0.9407314923619271,0.27375000000000005,0.06791666666666674,0.0
