,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_temperature_fd3_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_humidity_fd2_scaled,feature_importance.frontlow_humidity_fd3_scaled
61,61,0.7990867579908676,0.717948717948718,0.7728517630948306,0.9109893871961657,-0.004566210045662045,0.011415525114155223,0.008219178082191747,-0.03561643835616435,0.00410958904109604,0.005022831050228382,0.005936073059360836,0.020091324200913196
62,62,0.7899543378995434,0.7012987012987013,0.7619821978774393,0.8780383430332077,0.005022831050228382,-0.015068493150685036,0.0004566210045662267,-0.025570776255707806,-0.018721461187214627,0.024200913242009126,0.02237442922374444,0.016438356164383605
63,63,0.7808219178082192,0.6842105263157895,0.7511126326600479,0.8550154056829853,0.00136986301369868,-0.007762557077625631,0.010958904109589107,-0.0031963470319633647,-0.042465753424657415,0.03652968036529691,0.01963470319634708,0.04429223744292243
64,64,0.7351598173515982,0.5972222222222222,0.6982625813077713,0.8539883601506334,0.004109589041095929,0.031963470319634646,-0.010045662100456654,0.0004566210045662267,-0.062100456621004496,0.001369863013698791,0.02100456621004565,0.005022831050228271
65,65,0.730593607305936,0.593103448275862,0.6943255734337556,0.7570181444710715,0.06621004566210043,0.0,-0.009132420091324311,0.009589041095890316,-0.07625570776255708,0.043835616438356095,0.0237442922374429,0.03013698630136985
66,66,0.7899543378995434,0.7125,0.766475522081479,0.826771653543307,0.047945205479452135,0.015068493150685036,0.005936073059360725,0.01324200913242013,-0.05114155251141539,0.02511415525114158,0.016894977168949832,0.004566210045662156
67,67,0.6575342465753424,0.585635359116022,0.6463111947963026,0.8043478260869565,-0.010958904109589107,-0.10365296803652979,-0.0365296803652968,-0.05936073059360736,-0.16849315068493154,0.09178082191780823,0.06803652968036522,-0.027853881278538828
68,68,0.8082191780821918,0.7341772151898734,0.7837213283122219,0.9000342348510784,0.00136986301369868,-0.010045662100456543,-0.010045662100456765,-0.015525114155251152,-0.01187214611872145,0.03242009132420087,0.023287671232876783,0.023287671232876783
69,69,0.817351598173516,0.75,0.7945908935296131,0.9251968503937008,0.05799086757990879,0.004566210045662156,-1.1102230246251565e-16,0.00776255707762552,0.016438356164383494,0.036073059360730575,0.02602739726027392,0.04292237442922375
70,70,0.771689497716895,0.6621621621621622,0.7387452927079767,0.8882232112290311,0.029223744292237397,0.00776255707762552,-0.014155251141552472,-0.004109589041095818,0.00273972602739736,0.011415525114155334,0.0182648401826484,0.01050228310502288
