,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_humidity_scaled
136,136,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.9284665099882492,0.14833333333333332,0.07999999999999996,-0.0008333333333332416
137,137,0.8833333333333333,0.8409090909090909,0.8683901292596945,0.9308166862514687,0.15041666666666664,0.06458333333333333,0.032916666666666705
138,138,0.7791666666666667,0.6131386861313869,0.7181257344300822,0.9346357226792009,0.05500000000000005,0.0591666666666667,-0.007916666666666572
139,139,0.6333333333333333,0.13725490196078433,0.5279083431257344,0.9301556991774382,-0.0008333333333332416,0.015416666666666634,0.01749999999999996
140,140,0.825,0.72,0.7799647473560518,0.9333871915393654,0.10125000000000006,0.05999999999999983,0.0004166666666666208
141,141,0.8416666666666667,0.7625,0.8078730904817861,0.9362514688601645,0.08750000000000002,0.05249999999999999,0.026249999999999996
142,142,0.6166666666666667,0.0,0.5,0.9323589894242068,-1.1102230246251565e-16,-0.0004166666666667318,-0.0008333333333333526
143,143,0.8416666666666667,0.759493670886076,0.8058166862514688,0.951307285546416,0.11791666666666667,0.04749999999999999,0.026666666666666616
144,144,0.8583333333333333,0.7901234567901234,0.8275558166862514,0.9400705052878966,0.15249999999999997,0.05208333333333326,0.060833333333333184
145,145,0.7833333333333333,0.6231884057971014,0.7235605170387779,0.9383813160987075,0.11416666666666664,0.00666666666666671,-0.02041666666666664
146,146,0.8583333333333333,0.7976190476190477,0.8337250293772033,0.9284665099882491,0.14291666666666658,0.04500000000000004,-0.005833333333333246
147,147,0.7583333333333333,0.5538461538461539,0.6888954171562868,0.9399970622796711,0.11083333333333334,-0.009583333333333277,0.006249999999999978
148,148,0.9083333333333333,0.8817204301075269,0.9051116333725029,0.9281727379553466,0.23791666666666655,0.06458333333333333,-0.0004166666666667318
149,149,0.875,0.8255813953488372,0.8554641598119859,0.9284665099882491,0.14250000000000007,0.09416666666666662,0.0033333333333332993
150,150,0.8625,0.7975460122699386,0.8329905992949471,0.9417596944770856,0.1283333333333334,0.05541666666666678,0.01416666666666666
151,151,0.8708333333333333,0.8208092485549133,0.8520857814336076,0.9288337250293772,0.11708333333333343,0.05750000000000011,0.01416666666666666
152,152,0.8916666666666667,0.8539325842696629,0.8792596944770859,0.9370593419506462,0.1891666666666667,0.06375000000000008,0.06916666666666671
153,153,0.8791666666666667,0.8361581920903954,0.8650117508813161,0.9401439482961221,0.12749999999999995,0.06458333333333321,0.007499999999999951
154,154,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9355170387779084,0.18708333333333327,0.060416666666666674,0.014583333333333282
155,155,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9373531139835487,0.23791666666666667,0.06874999999999998,-1.1102230246251565e-16
