,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_temperature_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd2_scaled,feature_importance.backtop_humidity_fd3_scaled
100,100,0.8083333333333333,0.6933333333333334,0.7623384253819037,0.888440070505288,0.040416666666666656,0.017916666666666803,0.01708333333333334,0.0,0.016249999999999987,0.02833333333333332,0.020000000000000018,0.004999999999999893
101,101,0.875,0.8275862068965517,0.8575205640423031,0.8652320799059929,0.08499999999999996,0.00708333333333333,0.03499999999999992,0.007499999999999951,0.00374999999999992,0.03249999999999997,0.021666666666666723,0.013333333333333308
102,102,0.8,0.68,0.7535252643948296,0.9494712103407755,0.012916666666666687,-0.017916666666666692,-0.021666666666666612,-0.025833333333333264,0.020000000000000018,0.00374999999999992,0.008750000000000036,0.011666666666666714
103,103,0.8625,0.8023952095808383,0.8371034077555817,0.8782314923619271,0.1166666666666667,0.007916666666666794,0.022916666666666696,0.008750000000000036,-0.0050000000000000044,0.008333333333333415,0.02041666666666675,0.019166666666666665
104,104,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.873678025851939,0.08791666666666664,0.011249999999999982,0.011249999999999982,-0.0004166666666667318,-0.0008333333333332416,0.01416666666666666,0.00708333333333333,0.015833333333333366
105,105,0.8708333333333333,0.8187134502923976,0.8500293772032903,0.8569330199764982,0.15500000000000003,0.012916666666666798,0.027083333333333348,0.020416666666666528,-0.021666666666666723,0.04541666666666666,0.022499999999999964,0.035833333333333384
106,106,0.7958333333333333,0.6666666666666666,0.7460340775558167,0.8363689776733254,0.04458333333333331,0.016249999999999987,0.004166666666666541,-0.006250000000000089,-0.015833333333333477,0.015416666666666634,0.0012499999999999734,0.00708333333333333
107,107,0.875,0.8255813953488372,0.8554641598119859,0.8724294947121033,0.14625,0.016666666666666607,0.01041666666666674,0.050000000000000044,0.0029166666666666785,0.03249999999999997,0.04499999999999993,0.007500000000000062
108,108,0.875,0.8255813953488372,0.8554641598119859,0.8990158636897768,0.0870833333333334,0.01708333333333345,-0.005833333333333357,0.02750000000000008,-0.004583333333333273,0.02416666666666667,0.011250000000000093,0.025833333333333264
109,109,0.8875,0.847457627118644,0.8738249118683901,0.9612220916568743,0.0675,-0.005833333333333357,0.0024999999999999467,0.007083333333333441,0.030416666666666647,-0.0016666666666665941,0.025416666666666643,0.0008333333333334636
110,110,0.8416666666666667,0.7654320987654321,0.8099294947121034,0.869051116333725,0.08458333333333334,0.008749999999999925,0.0024999999999999467,-0.009166666666666656,-0.0004166666666667318,-0.007500000000000062,0.0050000000000000044,0.003750000000000031
111,111,0.85,0.7831325301204819,0.822855464159812,0.8611927144535841,0.0675,0.0004166666666666208,-0.00666666666666671,0.0004166666666666208,0.0033333333333332993,0.012083333333333335,0.012083333333333335,0.019166666666666665
112,112,0.8583333333333333,0.8023255813953488,0.8378378378378378,0.875220329024677,0.16499999999999992,0.026249999999999996,0.005833333333333246,0.0033333333333331883,-0.01749999999999996,0.026666666666666616,-1.1102230246251565e-16,0.01375000000000004
113,113,0.8791666666666667,0.8361581920903954,0.8650117508813161,0.8678760282021151,0.18041666666666656,0.04791666666666661,0.036666666666666736,0.029583333333333295,0.002083333333333215,0.06416666666666682,0.04375000000000007,0.026666666666666616
