,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_temperature_fd1_scaled,feature_importance.rightlow_temperature_fd2_scaled,feature_importance.rightlow_temperature_fd3_scaled,feature_importance.rightlow_humidity_scaled,feature_importance.rightlow_humidity_fd1_scaled,feature_importance.rightlow_humidity_fd2_scaled,feature_importance.rightlow_humidity_fd3_scaled
57,57,0.8775510204081632,0.8404255319148937,0.873792270531401,0.961849957374254,-0.011428571428571566,0.018775510204081636,0.004489795918367401,0.0004081632653060163,-0.031020408163265345,-0.004897959183673528,0.006122448979591688,-1.1102230246251565e-16,-0.008571428571428674,0.007346938775510181,-0.003673469387755035,-0.0008163265306121437
58,58,0.8775510204081632,0.8469387755102041,0.882459505541347,0.9661835748792271,-0.019183673469387763,-0.001224489795918493,0.0020408163265305257,0.005714285714285672,-0.00448979591836729,-0.022040816326530543,-0.014693877551020362,-0.0065306122448980375,-0.0106122448979592,-0.0065306122448980375,0.013469387755102091,-0.006122448979591799
59,59,0.9061224489795918,0.8783068783068783,0.9053353225348111,0.9669650468883205,-0.006938775510204276,0.029795918367346963,0.026530612244897944,0.007346938775510181,-0.014285714285714235,0.011428571428571344,0.01346938775510187,0.02408163265306129,-0.004897959183673528,0.013061224489795853,0.020816326530612272,0.019183673469387763
60,60,0.889795918367347,0.8571428571428571,0.8879298096050015,0.9649048025007104,-0.016734693877550888,0.018367346938775397,0.011020408163265438,0.00040816326530612734,-0.013877551020408219,-0.0016326530612245094,-0.0016326530612245094,0.005714285714285672,-0.0028571428571428914,0.001224489795918382,0.00612244897959191,0.015918367346938744
61,61,0.8857142857142857,0.8494623655913979,0.8803282182438192,0.9652600170502983,-0.00448979591836729,0.02857142857142858,0.011020408163265327,0.006122448979591799,-0.03142857142857136,0.00040816326530612734,0.004081632653061051,0.011020408163265327,-0.0040816326530614955,0.017551020408163143,0.012653061224489615,0.016734693877551
62,62,0.9183673469387755,0.8979591836734694,0.9259732878658711,0.9737851662404093,-0.006122448979591799,0.01673469387755122,0.026530612244897944,0.009795918367346834,0.01224489795918371,0.013061224489795853,0.010612244897959311,0.02081632653061216,0.008163265306122436,0.015918367346938855,0.026530612244898055,0.01836734693877551
63,63,0.8693877551020408,0.84,0.8780903665814151,0.9588661551577153,0.014693877551020362,0.020408163265306034,0.0257142857142858,0.03224489795918384,0.02285714285714291,-0.0008163265306122547,0.003673469387755146,0.008571428571428452,-0.024897959183673546,0.020000000000000018,0.013061224489795853,0.03428571428571425
64,64,0.9061224489795918,0.8770053475935828,0.9031685137823244,0.9725063938618925,-0.008979591836734802,0.02693877551020407,0.011836734693877471,-0.001224489795918382,-0.023265306122449037,0.003673469387755146,0.01224489795918371,0.01795918367346938,-0.011428571428571566,0.011836734693877471,0.011836734693877471,0.01510204081632649
65,65,0.9020408163265307,0.8736842105263158,0.9020673486786019,0.9681727763569196,-0.008163265306122436,0.026122448979591817,0.014285714285714346,0.018775510204081525,0.003673469387755146,-0.00122448979591816,0.012653061224489837,0.01673469387755111,-0.0053061224489795444,0.008163265306122547,0.027755102040816326,0.011020408163265327
66,66,0.9061224489795918,0.8729281767955801,0.896668087524865,0.9729326513213981,-0.001224489795918382,0.02448979591836742,0.014693877551020362,0.011428571428571344,-0.026530612244897833,0.012653061224489837,0.0106122448979592,0.011428571428571566,-0.004081632653061273,0.01510204081632649,0.015102040816326379,0.015510204081632728
