,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_scaled
13,2,3,13,0.8368055555555556,0.836871347708346,0.8349146574069546,0.8902925857093951,-0.95753133075879,1.1889265293531526,2.2304006591828442,-0.4509964710636057,3.0238550379647284,0.1576388888888889,0.1301215277777778,0.09696180555555559,0.005902777777777801
14,2,4,14,0.8082595870206489,0.8053387073551531,0.7924263006124734,0.8459283620504755,0.26934267134548606,0.7882688221453906,2.3139997769446174,-1.3855983729442078,3.291361471623723,0.16086529006882982,0.11140609636184853,0.08682399213372659,-0.0030481809242871695
15,3,0,15,0.8527777777777777,0.8459199869509847,0.809113712374582,0.9111998327759199,-0.30826960024145933,0.7149721222730723,2.5182015213874847,-1.0989214773595428,3.142452059295503,0.14770833333333333,0.10173611111111107,0.06902777777777776,-0.000347222222222221
16,3,1,16,0.8208333333333333,0.8200190724702807,0.7605383616861379,0.7862342769085953,-1.1038559333287437,1.0866179872765211,3.270610301945388,0.17700029769479422,1.0890148507416562,0.14076388888888886,0.08958333333333329,0.08902777777777778,-0.019791666666666707
17,3,2,17,0.7727272727272727,0.7663552926802085,0.7758842627007745,0.8710934624053276,-0.2582162822965232,0.03587243828873095,1.464107896328205,-1.459950786207792,4.1116706103775975,0.10585516178736513,0.0704930662557781,0.06317411402157161,0.008628659476117096
18,3,3,18,0.8711897738446411,0.8673725436231751,0.8217926874194142,0.9124654632529011,-0.7284949412019136,0.21667431239461935,2.4463367182489826,-0.4352102663822804,3.7985441772252044,0.14041297935103247,0.09577187807276305,0.061455260570304836,0.011602753195673587
19,3,4,19,0.8868110236220472,0.8809043627854866,0.7776485669810457,0.8993620852791258,0.4652592056754129,0.24955768229906852,1.827479730282392,-0.21586977362975093,2.8931703782651224,0.10905511811023623,0.06879921259842518,0.05354330708661418,0.014665354330708636
20,4,0,20,0.8443251533742331,0.8395356442843663,0.8063663241753576,0.8937427789914648,2.3601507349003623,0.1209738572712715,0.7596004246476252,-1.2481935172890013,3.4374924925926895,0.14746932515337416,0.11180981595092021,0.07369631901840487,0.008665644171779108
21,4,1,21,0.8653846153846154,0.8594547224926972,0.7939709515782668,0.8855150437573602,0.43253707711821415,0.7608047113780153,2.3521762882205715,-0.7547701131578672,2.3251800454157814,0.11759259259259265,0.0780626780626781,0.055128205128205154,0.011039886039886048
22,4,2,22,0.871264367816092,0.8676461178868912,0.7952295081967213,0.8678590163934425,1.767009699403814,-0.12222230134227773,2.8697516644392045,-2.922307130622107,3.2022991020675597,0.11095785440613026,0.06352490421455938,0.04750957854406128,0.0013793103448275779
