,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_top_CO2_fd3_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_top_CO2_scaled
36,7,1,36,0.7952453987730062,0.7863796513769754,0.779103238962394,0.9153506899985774,0.9448977481180225,-1.3868638367560728,1.5166733833603057,0.07210016647866511,3.929859545030911,0.09340490797546012,0.059509202453987754,0.048773006134969335,0.0029907975460122804
37,7,2,37,0.9208333333333333,0.9232877350312765,0.8930655776155852,0.9516756577767354,1.6107039597599235,-0.37975343180872406,-1.0832165062735712,2.677241086789279,2.994033884195479,0.1468055555555555,0.13013888888888886,0.09743055555555552,0.009513888888888855
38,7,3,38,0.8394097222222222,0.8350370205571692,0.8011612697081348,0.8383475288486822,1.1910110662926914,2.710931811807932,-0.035986751114603886,1.4374425226472736,-1.7118933092648136,0.16067708333333336,0.12942708333333333,0.09505208333333333,-0.021006944444444463
39,7,4,39,0.899641577060932,0.8982179533647456,0.8750337381916329,0.9427584345479083,0.2949608492114201,-0.7059448485279809,-0.3122625767365709,1.906251683378859,4.623901789788149,0.20116487455197135,0.1548387096774194,0.13557347670250902,-0.015232974910394215
40,8,0,40,0.8376068376068376,0.8360471548500176,0.8326160238718416,0.8807528184864193,2.2293999986276165,2.665491241447604,1.0526285518078098,-0.7057688485730846,-1.8266061649032066,0.1602564102564103,0.11673789173789176,0.09323361823361824,0.006054131054131062
41,8,1,41,0.9020833333333333,0.9059173209765307,0.8832505027474991,0.9469649421680265,0.49184773176707886,-0.5597011710779732,-0.5436235241520219,2.750304415446065,3.7260123266483647,0.14604166666666668,0.12555555555555556,0.09465277777777778,-0.004652777777777761
42,8,2,42,0.8083832335329342,0.8015914499961332,0.787547916703927,0.8727994086050352,-1.262010360816997,0.4090737014569705,2.430777254299306,3.1587203925235343,0.33102470442443244,0.10940975192472202,0.05252352437981186,0.057399486740804154,0.0062446535500428335
43,8,3,43,0.8355640535372849,0.8341653251646076,0.8317979948993053,0.8870518570632896,1.4616485744182053,-1.3608232393400133,-1.0608934419675222,2.3367965010304204,4.20992196127149,0.1521032504780115,0.11500956022944553,0.10086042065009564,-0.011663479923518138
44,8,4,44,0.9548611111111112,0.9557463898132639,0.905650086422124,0.9549222200883427,1.0903397329142368,-0.308269808610762,0.155146280562876,2.528477267602606,2.172191698688169,0.10677083333333334,0.09340277777777782,0.06805555555555559,0.0010416666666667074
45,9,0,45,0.9167950693374423,0.9165451030303351,0.8979471211902681,0.9358768781762495,1.0796653903672322,1.7617062156310526,0.08104137182297967,-0.3314939197414663,0.9267030936976496,0.18335901386748849,0.15955315870570114,0.11648690292758095,0.009322033898305137
46,9,1,46,0.8972222222222223,0.8960300400173048,0.8570260162238927,0.9139087783998672,-1.1124680664453117,0.06053443266547688,1.5493774368675188,2.222781965317871,2.7338614368929774,0.14805555555555555,0.11972222222222224,0.08659722222222224,0.009861111111111176
47,9,2,47,0.8423611111111111,0.8402476609714464,0.8176839464882943,0.9052027591973244,0.5997823388100159,-0.8632622954464502,-0.6142582680855271,2.856200389871551,3.7073860855671397,0.1384027777777778,0.11375000000000002,0.08340277777777781,-0.005486111111111103
48,9,3,48,0.8569807037457434,0.8463312892777055,0.7835609054976644,0.8800035932447,0.15257447063499033,-1.4779095146681684,1.6301268728055283,1.4345892746930589,3.8022636888295946,0.10079455164585693,0.06935300794551642,0.0585698070374574,0.003859250851305307
49,9,4,49,0.8272569444444444,0.8232387644817665,0.8093994697576916,0.8728559097354954,-0.28544636885990327,-0.11770389139033785,2.9614898624434,1.2466108099965596,1.9700759726513333,0.1453125,0.08793402777777774,0.07795138888888885,-0.013281250000000022
50,10,0,50,0.8793103448275862,0.8776912436780809,0.8612102608033505,0.9062083571292594,0.2840381914101837,2.6045916259546664,0.05948139928710208,0.4759514240059112,-0.006636841258958484,0.17211394302848576,0.13785607196401797,0.10629685157421287,0.010194902548725626
51,10,1,51,0.8486111111111111,0.8457382884847928,0.8214258971137606,0.8825036816400563,1.5612361421117809,-1.054088473911362,-1.270826801641043,2.5079724302484436,4.138850718780544,0.15416666666666665,0.13069444444444445,0.11097222222222221,-0.009097222222222211
52,10,2,52,0.8819444444444444,0.8806748339107864,0.8618971182694489,0.9366842870469195,0.8930598864047136,0.5793678117391564,-0.43346084142776564,1.0917173620865008,3.410929859756035,0.17263888888888887,0.14506944444444442,0.11020833333333328,0.004236111111111096
